Timestamp	Category	data 1	data 2	data 3	data 4	data 5
2016-09-15 17:03:42.0066	WARN	ELAI activated.
2016-09-15 17:09:20.8615	INFO	sent Pull request
2016-09-15 17:09:21.2755	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:23.8628	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://adlnet.gov/expapi/verbs/asked/","display":{"en-US":"asked"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/alert/help/","definition":{"name":{"en-US":"Help"}}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://activitystrea.ms/schema/1.0/alert/","definition":{"name":{"en-US":"alert"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:23.8648	INFO	sent Pull request
2016-09-15 17:09:24.2688	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:26.8661	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://adlnet.gov/expapi/verbs/asked/","display":{"en-US":"asked"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/alert/help/","definition":{"name":{"en-US":"Help"}}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://activitystrea.ms/schema/1.0/alert/","definition":{"name":{"en-US":"alert"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:26.8671	INFO	sent Pull request
2016-09-15 17:09:27.2661	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:29.8694	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://adlnet.gov/expapi/verbs/asked/","display":{"en-US":"asked"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/alert/help/","definition":{"name":{"en-US":"Help"}}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://activitystrea.ms/schema/1.0/alert/","definition":{"name":{"en-US":"alert"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:29.8704	INFO	sent Pull request
2016-09-15 17:09:30.2644	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:32.8717	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://adlnet.gov/expapi/verbs/asked/","display":{"en-US":"asked"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/alert/help/","definition":{"name":{"en-US":"Help"}}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://activitystrea.ms/schema/1.0/alert/","definition":{"name":{"en-US":"alert"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:32.8717	INFO	sent Pull request
2016-09-15 17:09:33.2757	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:35.8750	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://adlnet.gov/expapi/verbs/asked/","display":{"en-US":"asked"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/alert/help/","definition":{"name":{"en-US":"Help"}}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://activitystrea.ms/schema/1.0/alert/","definition":{"name":{"en-US":"alert"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:35.8770	INFO	sent Pull request
2016-09-15 17:09:36.2830	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:38.8763	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://adlnet.gov/expapi/verbs/asked/","display":{"en-US":"asked"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/alert/help/","definition":{"name":{"en-US":"Help"}}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://activitystrea.ms/schema/1.0/alert/","definition":{"name":{"en-US":"alert"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:38.8763	INFO	sent Pull request
2016-09-15 17:09:39.3003	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:41.8826	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT3.5853585S","score":{"scaled":0.085987370754579712},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.75917237997055054}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:41.8836	INFO	sent Pull request
2016-09-15 17:09:42.2816	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:44.8989	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://adlnet.gov/expapi/verbs/asked/","display":{"en-US":"asked"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/alert/help/","definition":{"name":{"en-US":"Help"}}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://activitystrea.ms/schema/1.0/alert/","definition":{"name":{"en-US":"alert"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:44.8989	INFO	sent Pull request
2016-09-15 17:09:45.6610	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:47.9012	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://adlnet.gov/expapi/verbs/asked/","display":{"en-US":"asked"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/alert/help/","definition":{"name":{"en-US":"Help"}}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://activitystrea.ms/schema/1.0/alert/","definition":{"name":{"en-US":"alert"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:47.9022	INFO	sent Pull request
2016-09-15 17:09:48.3232	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:50.9035	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://adlnet.gov/expapi/verbs/asked/","display":{"en-US":"asked"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/alert/help/","definition":{"name":{"en-US":"Help"}}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://activitystrea.ms/schema/1.0/alert/","definition":{"name":{"en-US":"alert"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:50.9045	INFO	sent Pull request
2016-09-15 17:09:51.3035	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:53.9068	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://adlnet.gov/expapi/verbs/asked/","display":{"en-US":"asked"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/alert/help/","definition":{"name":{"en-US":"Help"}}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://activitystrea.ms/schema/1.0/alert/","definition":{"name":{"en-US":"alert"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:53.9068	INFO	sent Pull request
2016-09-15 17:09:54.3098	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:56.9111	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT2.4022402S","score":{"scaled":0.328251290228391},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.78487277030944824}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:56.9121	INFO	sent Pull request
2016-09-15 17:09:57.3291	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:09:59.9134	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT3.6383638S","score":{"scaled":0.21227956765298292},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.8375898003578186}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:09:59.9144	INFO	sent Pull request
2016-09-15 17:10:00.3354	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:10:02.9147	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT6.670667S","score":{"scaled":0.17706209056851954},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.86984503269195557}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:10:02.9157	INFO	sent Pull request
2016-09-15 17:10:03.3277	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:10:05.9170	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT5.9725972S","score":{"scaled":-0.66812467330758907},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.89177846908569336}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:10:05.9180	INFO	sent Pull request
2016-09-15 17:10:06.3240	ELAI Pull	{"learnerNeedHelp":false,"learnerNeedHelp_new":false,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:10:08.9203	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT4.0384038S","score":{"scaled":0.033428777561232581},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.887686550617218}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:10:08.9223	INFO	sent Pull request
2016-09-15 17:10:09.3803	ELAI Pull	{"learnerNeedHelp":true,"learnerNeedHelp_new":true,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:10:11.9386	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT6.2756275S","score":{"scaled":-0.021059292141106176},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.887686550617218}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:10:11.9386	INFO	sent Pull request
2016-09-15 17:10:12.3496	ELAI Pull	{"learnerNeedHelp":true,"learnerNeedHelp_new":true,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:10:14.9389	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT3.8993899S","score":{"scaled":-0.029348839975897881},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.81769531965255737}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:10:14.9399	INFO	sent Pull request
2016-09-15 17:10:15.3679	ELAI Pull	{"learnerNeedHelp":true,"learnerNeedHelp_new":true,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":false,"helpingLevel":0.5}
2016-09-15 17:10:17.9452	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT4.8044804S","score":{"scaled":-0.17521913768508005},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.8129725456237793}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:10:17.9462	INFO	sent Pull request
2016-09-15 17:10:18.3692	ELAI Pull	{"learnerNeedHelp":true,"learnerNeedHelp_new":true,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":true,"helpingLevel":0.5}
2016-09-15 17:10:20.9575	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT2.30023S","score":{"scaled":-0.035407822357139809},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.79191166162490845}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:10:20.9665	INFO	sent Pull request
2016-09-15 17:10:21.3845	ELAI Pull	{"learnerNeedHelp":true,"learnerNeedHelp_new":true,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":true,"helpingLevel":0.5}
2016-09-15 17:10:23.9638	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT3.7863786S","score":{"scaled":-0.51809297786972108},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.70035123825073242}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:10:23.9728	INFO	sent Pull request
2016-09-15 17:10:24.3768	ELAI Pull	{"learnerNeedHelp":true,"learnerNeedHelp_new":true,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":true,"helpingLevel":0.5}
2016-09-15 17:10:26.9621	ELAI Push	{"actor":{"objectType":"Agent","name":"T01","mbox":"T01@leidig.msc"},"verb":{"id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/verb/played/","display":{"en-US":"played"}},"object":{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/findTheTankT42/","definition":{"name":{"en-US":"Find the tank T-42"}}},"result":{"duration":"PT4.620462S","score":{"scaled":-0.23062886351018536},"extensions":{"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/distanceToTarget":0.63706326484680176}},"context":{"contextActivities":{"parent":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/task/","definition":{"name":{"en-US":"task"}}}],"grouping":[{"objectType":"Activity","id":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","definition":{"name":{"en-US":"Seek-and-Find Game"}}}]}},"version":"1.0.1"}
2016-09-15 17:10:27.0621	INFO	sent Pull request
2016-09-15 17:10:27.4121	ELAI Pull	{"learnerNeedHelp":true,"learnerNeedHelp_new":true,"genreName":"http://iosb.fraunhofer.de/ias/ibis/elai/xapidefinitions/activity/game/Seek-and-Find_Game/","skillLevel":0.5,"learnerNeedHelp_old":true,"helpingLevel":0.5}
